Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
developer_before_correct,org.apache.cassandra.db,ConvertToColumnIterator,2,0,2,2,14,2,0,0,0.0,0,0
developer_before_correct,org.apache.cassandra.db,ReadVerbHandler,4,0,1,1,43,6,0,0,0.0,2,6
developer_before_correct,org.apache.cassandra.db,ReadContext,2,0,0,0,4,0,0,0,-1.0,2,0
developer_before_correct,org.apache.cassandra.db,BinaryVerbHandler,1,0,1,1,19,2,0,0,0.0,0,2
developer_before_correct,org.apache.cassandra.db,DataFileVerbHandler,1,0,1,1,22,2,0,0,0.0,0,3
developer_before_correct,org.apache.cassandra.db,CommitLogHeader,3,0,17,4,106,24,0,0,0.11764705882352941,1,4
developer_before_correct,org.apache.cassandra.db,CommitLogHeaderSerializer,0,0,2,2,17,4,0,0,-1.0,1,0
developer_before_correct,org.apache.cassandra.db,HintedHandOffManager,6,1,10,5,156,33,0,0,0.2,4,5
developer_before_correct,org.apache.cassandra.db,Table,15,1,38,26,285,73,0,0,0.13157894736842105,29,5
developer_before_correct,org.apache.cassandra.db,TableMetadata,4,0,13,8,60,15,0,0,0.15384615384615385,6,1
developer_before_correct,org.apache.cassandra.db,Table,7,3,31,26,326,77,0,0,0.41935483870967744,0,4
developer_before_correct,org.apache.cassandra.db,ColumnFamilyStoreTest,2,0,59,42,1308,97,0,0,0.7627118644067796,1,4
developer_before_correct,org.apache.cassandra.db,ColumnsTest,3,0,28,6,269,59,0,0,0.10714285714285714,2,3
developer_before_correct,org.apache.cassandra.db,ColumnsCheck,2,0,4,0,23,5,0,0,0.0,1,1
developer_before_correct,org.apache.cassandra.db,AbstractColumnContainer,5,2,23,21,101,31,1,0,0.13043478260869565,1,3
developer_before_correct,org.apache.cassandra.db,DeletionInfo,2,2,2,2,11,2,0,0,1.0,4,0
developer_before_correct,org.apache.cassandra.db,CounterMutation,5,0,17,13,143,42,0,0,0.17647058823529413,5,5
developer_before_correct,org.apache.cassandra.db,CounterMutationSerializer,0,0,2,2,11,2,0,0,-1.0,0,2
developer_before_correct,org.apache.cassandra.db,SuperColumn,2,0,25,23,163,40,0,1,0.28,5,1
developer_before_correct,org.apache.cassandra.db,SuperColumnSerializer,1,0,7,7,51,10,0,0,0.2857142857142857,0,1
developer_before_correct,org.apache.cassandra.db,RowMutation,7,2,29,27,223,52,0,0,0.13793103448275862,18,8
